id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,offenseTimeouts,defenseTimeouts,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,wallclock,ppa
401756853101849903,4017568531,401756853,1,1,South Dakota,MVFC,0,Iowa State,Iowa State,South Dakota,Big 12,0,1,"{'seconds': 0, 'minutes': 15}",3.0,3.0,65,65,1,10,0,False,Kickoff,Zeke Mata kickoff for 65 yds for a touchback,2025-08-30T19:37:45.000Z,
401756853101868903,4017568531,401756853,1,6,South Dakota,MVFC,0,Iowa State,Iowa State,South Dakota,Big 12,0,1,"{'seconds': 10, 'minutes': 13}",3.0,2.0,75,75,1,10,0,False,Timeout,"Timeout Iowa State, clock 13:10",2025-08-30T19:40:00.000Z,
401756853101855801,4017568531,401756853,1,2,Iowa State,Big 12,0,South Dakota,Iowa State,South Dakota,MVFC,0,1,"{'seconds': 41, 'minutes': 14}",3.0,3.0,25,75,1,10,66,False,Pass Reception,Rocco Becht pass complete to Brett Eskildsen for 66 yds to the SDAK 9 for a 1ST down,2025-08-30T20:11:42.000Z,3.6535172960748534
401756853101857901,4017568531,401756853,1,3,Iowa State,Big 12,0,South Dakota,Iowa State,South Dakota,MVFC,0,1,"{'seconds': 20, 'minutes': 14}",3.0,3.0,91,9,1,9,2,False,Rush,Carson Hansen run for 2 yds to the SDAK 7,2025-08-30T20:11:42.000Z,-0.182910644371269
401756853101865201,4017568531,401756853,1,4,Iowa State,Big 12,0,South Dakota,Iowa State,South Dakota,MVFC,0,1,"{'seconds': 47, 'minutes': 13}",3.0,3.0,93,7,2,7,3,False,Rush,Carson Hansen run for 3 yds to the SDAK 4,2025-08-30T20:11:42.000Z,-0.0888244534588445
401756853101868901,4017568531,401756853,1,5,Iowa State,Big 12,7,South Dakota,Iowa State,South Dakota,MVFC,0,1,"{'seconds': 10, 'minutes': 13}",3.0,3.0,96,4,3,4,4,True,Passing Touchdown,Rocco Becht pass complete to Benjamin Brahmer for 4 yds for a TD (Kyle Konrardy KICK),2025-08-30T19:40:00.000Z,2.6959729214765815
401756853101868904,4017568532,401756853,2,1,Iowa State,Big 12,7,South Dakota,Iowa State,South Dakota,MVFC,0,1,"{'seconds': 10, 'minutes': 13}",2.0,3.0,35,65,1,10,0,False,Kickoff,Jace J. Gilbert kickoff for 51 yds,2025-08-30T19:40:00.000Z,
401756853101877001,4017568532,401756853,2,3,South Dakota,MVFC,0,Iowa State,Iowa State,South Dakota,Big 12,7,1,"{'seconds': 29, 'minutes': 12}",3.0,2.0,69,69,2,4,-5,False,Penalty,"PENALTY USD False Start (Hawkins,Adrian) 5 yards from USD31 to USD26. NO PLAY.",2025-08-30T20:11:42.000Z,
401756853101945503,4017568532,401756853,2,15,Iowa State,Big 12,7,South Dakota,Iowa State,South Dakota,MVFC,0,1,"{'seconds': 44, 'minutes': 5}",1.0,3.0,25,75,1,10,0,False,Timeout,"Timeout Iowa State, clock 05:44",2025-08-30T19:53:14.000Z,
401756853101869901,4017568532,401756853,2,2,South Dakota,MVFC,0,Iowa State,Iowa State,South Dakota,Big 12,7,1,"{'seconds': 0, 'minutes': 13}",3.0,2.0,75,75,1,10,6,False,Rush,Charles Pierre Jr. run for 6 yds to the SDAK 31,2025-08-30T20:11:42.000Z,0.3333748010525683
401756853101879301,4017568532,401756853,2,4,South Dakota,MVFC,0,Iowa State,Iowa State,South Dakota,Big 12,7,1,"{'seconds': 6, 'minutes': 12}",3.0,2.0,74,74,2,9,0,False,Pass Incompletion,Aidan Bouman pass incomplete to Tysen Boze,2025-08-30T20:11:42.000Z,-0.40831395320271024
401756853101884201,4017568532,401756853,2,5,South Dakota,MVFC,0,Iowa State,Iowa State,South Dakota,Big 12,7,1,"{'seconds': 57, 'minutes': 11}",3.0,2.0,74,74,3,9,29,False,Pass Reception,Aidan Bouman pass complete to Charles Pierre Jr. for 29 yds to the ISU 45 for a 1ST down,2025-08-30T20:11:42.000Z,3.5970345309586493
401756853101887601,4017568532,401756853,2,6,South Dakota,MVFC,0,Iowa State,Iowa State,South Dakota,Big 12,7,1,"{'seconds': 23, 'minutes': 11}",3.0,2.0,45,45,1,10,2,False,Rush,Charles Pierre Jr. run for 2 yds to the ISU 43,2025-08-30T20:11:42.000Z,-0.548127712470997
401756853101939501,4017568532,401756853,2,13,South Dakota,MVFC,0,Iowa State,Iowa State,South Dakota,Big 12,7,1,"{'seconds': 4, 'minutes': 6}",3.0,2.0,7,7,1,7,1,False,Fumble Recovery (Own),"run for 1 yd to the ISU 6 fumbled, recovered by SDAK Wyatt Lawson",2025-08-30T20:11:42.000Z,-0.331912362454727
401756853101945501,4017568532,401756853,2,14,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,7,1,"{'seconds': 44, 'minutes': 5}",3.0,2.0,6,6,2,6,6,True,Passing Touchdown,Aidan Bouman pass complete to Larenzo Fenner for 6 yds for a TD (Will Leyland KICK),2025-08-30T19:53:14.000Z,2.528666992781938
401756853101895801,4017568532,401756853,2,7,South Dakota,MVFC,0,Iowa State,Iowa State,South Dakota,Big 12,7,1,"{'seconds': 41, 'minutes': 10}",3.0,2.0,43,43,2,8,10,False,Pass Reception,Aidan Bouman pass complete to Dallas Holmes for 10 yds to the ISU 33 for a 1ST down,2025-08-30T20:11:42.000Z,1.121567024036077
401756853101899901,4017568532,401756853,2,8,South Dakota,MVFC,0,Iowa State,Iowa State,South Dakota,Big 12,7,1,"{'seconds': 0, 'minutes': 10}",3.0,2.0,33,33,1,10,3,False,Pass Reception,Aidan Bouman pass complete to Dallas Holmes for 3 yds to the ISU 30,2025-08-30T20:11:42.000Z,-0.1975844330204505
401756853101914401,4017568532,401756853,2,9,South Dakota,MVFC,0,Iowa State,Iowa State,South Dakota,Big 12,7,1,"{'seconds': 55, 'minutes': 8}",3.0,2.0,30,30,2,7,8,False,Rush,Tennel Bryant run for 8 yds to the ISU 22 for a 1ST down,2025-08-30T20:11:42.000Z,0.4530364398739785
401756853101916501,4017568532,401756853,2,10,South Dakota,MVFC,0,Iowa State,Iowa State,South Dakota,Big 12,7,1,"{'seconds': 34, 'minutes': 8}",3.0,2.0,22,22,1,10,3,False,Rush,Charles Pierre Jr. run for 3 yds to the ISU 19,2025-08-30T20:11:42.000Z,-0.126302256434185
401756853101924901,4017568532,401756853,2,11,South Dakota,MVFC,0,Iowa State,Iowa State,South Dakota,Big 12,7,1,"{'seconds': 50, 'minutes': 7}",3.0,2.0,19,19,2,7,4,False,Rush,L.J. Phillips Jr. run for 4 yds to the ISU 15,2025-08-30T20:11:42.000Z,-0.037136765296012
401756853101929601,4017568532,401756853,2,12,South Dakota,MVFC,0,Iowa State,Iowa State,South Dakota,Big 12,7,1,"{'seconds': 3, 'minutes': 7}",3.0,2.0,15,15,3,3,8,False,Rush,Tennel Bryant run for 8 yds to the ISU 7 for a 1ST down,2025-08-30T20:11:42.000Z,0.614307158051446
401756853101945504,4017568533,401756853,3,1,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,7,1,"{'seconds': 44, 'minutes': 5}",3.0,1.0,65,65,1,10,0,False,Kickoff,Zeke Mata kickoff for 65 yds for a touchback,2025-08-30T19:53:14.000Z,
401756853101988703,4017568533,401756853,3,11,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,7,1,"{'seconds': 12, 'minutes': 1}",3.0,0.0,75,75,1,10,0,False,Timeout,"Timeout Iowa State, clock 01:12",2025-08-30T20:02:03.000Z,
401756853101946501,4017568533,401756853,3,2,Iowa State,Big 12,7,South Dakota,Iowa State,South Dakota,MVFC,7,1,"{'seconds': 34, 'minutes': 5}",1.0,3.0,25,75,1,10,18,False,Pass Reception,Rocco Becht pass complete to Xavier Townsend for 18 yds to the ISU 43 for a 1ST down,2025-08-30T20:11:42.000Z,1.612438422209995
401756853101949901,4017568533,401756853,3,3,Iowa State,Big 12,7,South Dakota,Iowa State,South Dakota,MVFC,7,1,"{'seconds': 0, 'minutes': 5}",1.0,3.0,43,57,1,10,2,False,Rush,Carson Hansen run for 2 yds to the ISU 45,2025-08-30T20:11:42.000Z,-0.6861929923492786
401756853101957801,4017568533,401756853,3,4,Iowa State,Big 12,7,South Dakota,Iowa State,South Dakota,MVFC,7,1,"{'seconds': 21, 'minutes': 4}",1.0,3.0,45,55,2,8,18,False,Pass Reception,Rocco Becht pass complete to Tyler Moore for 18 yds to the SDAK 37 for a 1ST down,2025-08-30T20:11:42.000Z,2.1001010583838617
401756853101959701,4017568533,401756853,3,5,Iowa State,Big 12,7,South Dakota,Iowa State,South Dakota,MVFC,7,1,"{'seconds': 2, 'minutes': 4}",1.0,3.0,63,37,1,10,5,False,Pass Reception,Rocco Becht pass complete to Eli Green for 5 yds to the SDAK 32,2025-08-30T20:11:42.000Z,0.0836657996975912
401756853101966101,4017568533,401756853,3,6,Iowa State,Big 12,7,South Dakota,Iowa State,South Dakota,MVFC,7,1,"{'seconds': 38, 'minutes': 3}",1.0,3.0,68,32,2,5,4,False,Rush,Carson Hansen run for 4 yds to the SDAK 28,2025-08-30T19:59:35.000Z,-0.0741362185068933
401756853101974101,4017568533,401756853,3,7,Iowa State,Big 12,7,South Dakota,Iowa State,South Dakota,MVFC,7,1,"{'seconds': 58, 'minutes': 2}",1.0,3.0,72,28,3,1,2,False,Rush,Rocco Becht run for 2 yds to the SDAK 26 for a 1ST down,2025-08-30T20:11:42.000Z,0.3218769278778648
401756853101978401,4017568533,401756853,3,8,Iowa State,Big 12,7,South Dakota,Iowa State,South Dakota,MVFC,7,1,"{'seconds': 15, 'minutes': 2}",1.0,3.0,74,26,1,10,4,False,Pass Reception,Rocco Becht pass complete to Benjamin Brahmer for 4 yds to the SDAK 22,2025-08-30T20:11:42.000Z,-0.0380297652801275
401756853101985301,4017568533,401756853,3,9,Iowa State,Big 12,7,South Dakota,Iowa State,South Dakota,MVFC,7,1,"{'seconds': 46, 'minutes': 1}",1.0,3.0,78,22,2,6,7,False,Rush,Abu Sama III run for 7 yds to the SDAK 15 for a 1ST down,2025-08-30T20:11:42.000Z,0.199832798123225
401756853101988701,4017568533,401756853,3,10,Iowa State,Big 12,14,South Dakota,Iowa State,South Dakota,MVFC,7,1,"{'seconds': 12, 'minutes': 1}",1.0,3.0,85,15,1,10,15,True,Rushing Touchdown,Abu Sama III run for 15 yds for a TD (Kyle Konrardy KICK),2025-08-30T20:02:03.000Z,2.558199089565083
401756853101988704,4017568534,401756853,4,1,Iowa State,Big 12,14,South Dakota,Iowa State,South Dakota,MVFC,7,1,"{'seconds': 12, 'minutes': 1}",0.0,3.0,35,65,1,10,0,False,Kickoff,Kyle Konrardy kickoff for 65 yds for a touchback,2025-08-30T20:02:03.000Z,
401756853101988706,4017568534,401756853,4,2,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,14,1,"{'seconds': 12, 'minutes': 1}",3.0,-1.0,66,66,2,1,0,False,Timeout,"Timeout Iowa State, clock 01:12",2025-08-30T20:02:03.000Z,
401756853101996801,4017568534,401756853,4,4,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,14,1,"{'seconds': 31, 'minutes': 0}",3.0,-1.0,66,66,2,1,10,False,Penalty,"(00:34) Shotgun Bouman,Aidan pass incomplete short right to Martens,Jack thrown to ISU48 PENALTY ISU Holding (Cooper,Jeremiah) 10 yards from USD34 to USD44, 1ST DOWN. NO PLAY.",2025-08-30T20:11:42.000Z,
401756853101999902,4017568534,401756853,4,6,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,14,1,"{'seconds': 0, 'minutes': 0}",3.0,-1.0,56,56,0,10,-1,False,End Period,End of 1st Quarter,2025-08-30T20:11:42.000Z,
401756853101989601,4017568534,401756853,4,3,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,14,1,"{'seconds': 3, 'minutes': 1}",3.0,-1.0,75,75,1,10,9,False,Rush,Charles Pierre Jr. run for 9 yds to the SDAK 34,2025-08-30T20:11:42.000Z,1.252308359788624
401756853101999901,4017568534,401756853,4,5,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,14,1,"{'seconds': 0, 'minutes': 0}",3.0,-1.0,56,56,1,10,-1,False,Rush,Charles Pierre Jr. run for a loss of 1 yard to the SDAK 43,2025-08-30T20:11:42.000Z,-1.3786709298701574
401756853102854401,4017568534,401756853,4,7,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,14,2,"{'seconds': 55, 'minutes': 14}",3.0,-1.0,57,57,2,11,0,False,Pass Incompletion,Aidan Bouman pass incomplete to Larenzo Fenner,2025-08-30T21:01:40.000Z,-0.8019431292409882
401756853102856601,4017568534,401756853,4,8,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,14,2,"{'seconds': 33, 'minutes': 14}",3.0,-1.0,57,57,3,11,35,False,Pass Reception,Aidan Bouman pass complete to Jack Martens for 35 yds to the ISU 22 for a 1ST down,2025-08-30T21:01:40.000Z,3.9031740738419916
401756853102859001,4017568534,401756853,4,9,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,14,2,"{'seconds': 9, 'minutes': 14}",3.0,-1.0,22,22,1,10,0,False,Rush,Charles Pierre Jr. run for no gain to the ISU 22,2025-08-30T21:01:40.000Z,-0.402662020534962
401756853102867701,4017568534,401756853,4,10,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,14,2,"{'seconds': 22, 'minutes': 13}",3.0,-1.0,22,22,2,10,22,False,Pass Interception Return,Aidan Bouman pass intercepted Jamison Patton return for 22 yds to the ISU 24,2025-08-30T20:21:09.000Z,-3.949715212816578
401756853102867703,4017568535,401756853,5,1,Iowa State,Big 12,14,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 22, 'minutes': 13}",-2.0,3.0,28,72,2,6,0,False,Timeout,"Timeout Iowa State, clock 13:22",2025-08-30T20:21:09.000Z,
401756853102907203,4017568535,401756853,5,9,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,14,2,"{'seconds': 27, 'minutes': 9}",3.0,-3.0,75,75,1,10,0,False,Timeout,"Timeout Iowa State, clock 09:27",2025-08-30T20:26:05.000Z,
401756853102868801,4017568535,401756853,5,2,Iowa State,Big 12,14,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 11, 'minutes': 13}",-2.0,3.0,24,76,1,10,4,False,Rush,Carson Hansen run for 4 yds to the ISU 28,2025-08-30T21:01:40.000Z,-0.1089877410850981
401756853102876201,4017568535,401756853,5,3,Iowa State,Big 12,14,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 37, 'minutes': 12}",-2.0,3.0,28,72,2,6,44,False,Pass Reception,Rocco Becht pass complete to Gabe Burkle for 44 yds to the SDAK 28 for a 1ST down,2025-08-30T21:01:40.000Z,3.4905916103624577
401756853102884601,4017568535,401756853,5,4,Iowa State,Big 12,14,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 53, 'minutes': 11}",-2.0,3.0,72,28,1,10,3,False,Rush,Rocco Becht run for 3 yds to the SDAK 25,2025-08-30T21:01:40.000Z,-0.158911195567058
401756853102888601,4017568535,401756853,5,5,Iowa State,Big 12,14,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 13, 'minutes': 11}",-2.0,3.0,75,25,2,7,6,False,Pass Reception,Rocco Becht pass complete to Gabe Burkle for 6 yds to the SDAK 19,2025-08-30T21:01:40.000Z,0.192940999999243
401756853102897101,4017568535,401756853,5,6,Iowa State,Big 12,14,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 28, 'minutes': 10}",-2.0,3.0,81,19,3,1,15,False,Pass Reception,Rocco Becht pass complete to Tyler Moore for 15 yds to the SDAK 4 for a 1ST down,2025-08-30T21:01:40.000Z,1.041794150992271
401756853102904001,4017568535,401756853,5,7,Iowa State,Big 12,14,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 59, 'minutes': 9}",-2.0,3.0,96,4,1,4,1,False,Rush,Abu Sama III run for 1 yd to the SDAK 3,2025-08-30T21:01:40.000Z,-0.523234095246118
401756853102907201,4017568535,401756853,5,8,Iowa State,Big 12,21,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 27, 'minutes': 9}",-2.0,3.0,97,3,2,3,3,True,Passing Touchdown,Rocco Becht pass complete to Benjamin Brahmer for 3 yds for a TD (Kyle Konrardy KICK),2025-08-30T20:26:05.000Z,2.211424613960093
401756853102907204,4017568536,401756853,6,1,Iowa State,Big 12,21,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 27, 'minutes': 9}",-3.0,3.0,35,65,1,10,0,False,Kickoff,Kyle Konrardy kickoff for 65 yds for a touchback,2025-08-30T20:26:05.000Z,
401756853102924801,4017568536,401756853,6,5,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,21,2,"{'seconds': 51, 'minutes': 7}",3.0,-3.0,77,77,4,12,0,False,Punt,Tyler Ebel punt for 39 yds,2025-08-30T20:32:40.000Z,
401756853102908701,4017568536,401756853,6,2,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,21,2,"{'seconds': 12, 'minutes': 9}",3.0,-3.0,75,75,1,10,4,False,Pass Reception,Aidan Bouman pass complete to Charles Pierre Jr. for 4 yds to the SDAK 21,2025-08-30T21:01:40.000Z,-0.1142886249388964
401756853102916001,4017568536,401756853,6,3,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,21,2,"{'seconds': 39, 'minutes': 8}",3.0,-3.0,79,79,2,14,2,False,Rush,Charles Pierre Jr. run for 2 yds to the SDAK 23,2025-08-30T21:01:40.000Z,-0.11780597257035284
401756853102919801,4017568536,401756853,6,4,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,21,2,"{'seconds': 1, 'minutes': 8}",3.0,-3.0,77,77,3,12,0,False,Pass Incompletion,Aidan Bouman pass incomplete to Dallas Holmes,2025-08-30T21:01:40.000Z,-0.11184027731402413
401756853102924803,4017568537,401756853,7,1,Iowa State,Big 12,21,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 51, 'minutes': 7}",-4.0,3.0,44,56,2,4,0,False,Timeout,"Timeout Iowa State, clock 07:51",2025-08-30T20:32:40.000Z,
401756853102976101,4017568537,401756853,7,12,Iowa State,Big 12,21,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 38, 'minutes': 2}",-5.0,3.0,90,10,4,5,0,False,Timeout,"Timeout Iowa State, clock 02:38",2025-08-30T21:01:40.000Z,
401756853102976401,4017568537,401756853,7,13,Iowa State,Big 12,24,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 35, 'minutes': 2}",-5.0,3.0,90,10,4,5,28,True,Field Goal Good,Kyle Konrardy 28 yd FG GOOD,2025-08-30T20:43:05.000Z,
401756853102926101,4017568537,401756853,7,2,Iowa State,Big 12,21,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 38, 'minutes': 7}",-4.0,3.0,38,62,1,10,6,False,Pass Reception,Rocco Becht pass complete to Xavier Townsend for 6 yds to the ISU 44,2025-08-30T21:01:40.000Z,0.4029960638370333
401756853102929101,4017568537,401756853,7,3,Iowa State,Big 12,21,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 8, 'minutes': 7}",-4.0,3.0,44,56,2,4,0,False,Rush,Carson Hansen run for no gain to the ISU 44,2025-08-30T21:01:40.000Z,-1.2163632926376238
401756853102936601,4017568537,401756853,7,4,Iowa State,Big 12,21,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 33, 'minutes': 6}",-4.0,3.0,44,56,3,4,5,False,Rush,Rocco Becht run for 5 yds to the ISU 49 for a 1ST down,2025-08-30T21:01:40.000Z,1.843003665587142
401756853102939001,4017568537,401756853,7,5,Iowa State,Big 12,21,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 9, 'minutes': 6}",-4.0,3.0,49,51,1,10,4,False,Pass Reception,Rocco Becht pass complete to Benjamin Brahmer for 4 yds to the SDAK 47,2025-08-30T21:01:40.000Z,-0.1462695033279216
401756853102946301,4017568537,401756853,7,6,Iowa State,Big 12,21,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 36, 'minutes': 5}",-4.0,3.0,53,47,2,6,2,False,Rush,Carson Hansen run for 2 yds to the SDAK 45,2025-08-30T21:01:40.000Z,-0.6621193899700853
401756853102954601,4017568537,401756853,7,7,Iowa State,Big 12,21,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 53, 'minutes': 4}",-4.0,3.0,55,45,3,4,19,False,Pass Reception,Rocco Becht pass complete to Gabe Burkle for 19 yds to the SDAK 26 for a 1ST down,2025-08-30T21:01:40.000Z,2.0117539747827653
401756853102956901,4017568537,401756853,7,8,Iowa State,Big 12,21,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 30, 'minutes': 4}",-4.0,3.0,74,26,1,10,11,False,Pass Reception,Rocco Becht pass complete to Brett Eskildsen for 11 yds to the SDAK 15 for a 1ST down,2025-08-30T21:01:40.000Z,0.1618030328430975
401756853102959801,4017568537,401756853,7,9,Iowa State,Big 12,21,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 1, 'minutes': 4}",-4.0,3.0,85,15,1,10,0,False,Rush,Rocco Becht run for no gain to the SDAK 15,2025-08-30T21:01:40.000Z,-0.320977659489319
401756853102967201,4017568537,401756853,7,10,Iowa State,Big 12,21,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 27, 'minutes': 3}",-4.0,3.0,85,15,2,10,0,False,Pass Incompletion,Rocco Becht pass incomplete to Keaton Roskop,2025-08-30T21:01:40.000Z,-0.361206789772767
401756853102968301,4017568537,401756853,7,11,Iowa State,Big 12,21,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 16, 'minutes': 3}",-4.0,3.0,85,15,3,10,5,False,Rush,Rocco Becht run for 5 yds to the SDAK 10,2025-08-30T21:01:40.000Z,0.0305796619712008
401756853102976402,4017568538,401756853,8,1,Iowa State,Big 12,24,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 35, 'minutes': 2}",-5.0,3.0,35,65,1,10,0,False,Kickoff,Kyle Konrardy kickoff for 65 yds for a touchback,2025-08-30T20:43:05.000Z,
401756853102979901,4017568538,401756853,8,3,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,24,2,"{'seconds': 0, 'minutes': 2}",3.0,-6.0,64,64,1,10,0,False,Timeout,"Timeout Iowa State, clock 02:00",2025-08-30T20:46:53.000Z,
401756853102996702,4017568538,401756853,8,13,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,24,2,"{'seconds': 32, 'minutes': 0}",1.0,-6.0,31,31,4,4,0,False,Timeout,"Timeout South Dakota, clock 00:32",2025-08-30T21:01:40.000Z,
401756853102987402,4017568538,401756853,8,6,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,24,2,"{'seconds': 25, 'minutes': 1}",2.0,-6.0,56,56,3,2,0,False,Timeout,"Timeout South Dakota, clock 01:25",2025-08-30T21:01:40.000Z,
401756853102977701,4017568538,401756853,8,2,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,24,2,"{'seconds': 22, 'minutes': 2}",3.0,-5.0,75,75,1,10,11,False,Rush,Charles Pierre Jr. run for 11 yds to the SDAK 36 for a 1ST down,2025-08-30T21:01:40.000Z,0.9305625119459905
401756853102984701,4017568538,401756853,8,4,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,24,2,"{'seconds': 52, 'minutes': 1}",3.0,-6.0,64,64,1,10,8,False,Rush,Charles Pierre Jr. run for 8 yds to the SDAK 44,2025-08-30T21:01:40.000Z,1.0378360233616295
401756853102987401,4017568538,401756853,8,5,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,24,2,"{'seconds': 25, 'minutes': 1}",3.0,-6.0,56,56,2,2,0,False,Pass Incompletion,Aidan Bouman pass incomplete to Charles Pierre Jr.,2025-08-30T21:01:40.000Z,-1.357540388593467
401756853102987701,4017568538,401756853,8,7,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,24,2,"{'seconds': 22, 'minutes': 1}",2.0,-6.0,56,56,3,2,7,False,Pass Reception,Aidan Bouman pass complete to Tysen Boze for 7 yds to the ISU 49 for a 1ST down,2025-08-30T21:01:40.000Z,1.70456642136992
401756853102988701,4017568538,401756853,8,8,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,24,2,"{'seconds': 12, 'minutes': 1}",2.0,-6.0,49,49,1,10,3,False,Pass Reception,Aidan Bouman pass complete to Dallas Holmes for 3 yds to the ISU 46,2025-08-30T21:01:40.000Z,-0.375732386813203
401756853102994401,4017568538,401756853,8,9,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,24,2,"{'seconds': 55, 'minutes': 0}",2.0,-6.0,46,46,2,7,9,False,Pass Reception,Aidan Bouman pass complete to Charles Pierre Jr. for 9 yds to the ISU 37 for a 1ST down,2025-08-30T21:01:40.000Z,1.086654306973708
401756853102995701,4017568538,401756853,8,10,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,24,2,"{'seconds': 42, 'minutes': 0}",2.0,-6.0,37,37,1,10,0,False,Pass Incompletion,Aidan Bouman pass incomplete to Jack Martens,2025-08-30T21:01:40.000Z,-0.7519361608312708
401756853102996201,4017568538,401756853,8,11,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,24,2,"{'seconds': 37, 'minutes': 0}",2.0,-6.0,37,37,2,10,4,False,Pass Reception,Aidan Bouman pass complete to L.J. Phillips Jr. for 4 yds to the ISU 33,2025-08-30T21:01:40.000Z,-0.1280756940017084
401756853102996701,4017568538,401756853,8,12,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,24,2,"{'seconds': 32, 'minutes': 0}",2.0,-6.0,33,33,3,6,2,False,Rush,L.J. Phillips Jr. run for 2 yds to the ISU 31,2025-08-30T21:01:40.000Z,-0.5608442657459634
401756853102997201,4017568538,401756853,8,14,South Dakota,MVFC,7,Iowa State,Iowa State,South Dakota,Big 12,24,2,"{'seconds': 27, 'minutes': 0}",1.0,-6.0,31,31,4,4,0,False,Pass Incompletion,Aidan Bouman pass incomplete to L.J. Phillips Jr.,2025-08-30T21:01:40.000Z,-2.5077352479443142
401756853102999903,4017568539,401756853,9,7,Iowa State,Big 12,24,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 0, 'minutes': 0}",-7.0,0.0,35,65,0,10,0,False,End of Half,End of 2nd Quarter,2025-08-30T21:01:40.000Z,
401756853102999901,4017568539,401756853,9,6,Iowa State,Big 12,27,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 0, 'minutes': 0}",-7.0,0.0,55,45,1,10,63,True,Field Goal Good,Kyle Konrardy 63 yd FG GOOD,2025-08-30T21:01:40.000Z,
401756853102998801,4017568539,401756853,9,3,Iowa State,Big 12,24,South Dakota,Iowa State,South Dakota,MVFC,7,2,"{'seconds': 11, 'minutes': 0}",-7.0,1.0,48,52,2,4,0,False,Timeout,"Timeout Iowa State, clock 00:11",2025-08-30T21:01:40.000Z,
